timestamp,tempo_resposta,status,taxa_erro,disponibilidade
2025-11-18 06:23:34.275876,1.43,500,6.67,94.54
2025-11-18 06:22:34.275878,0.34,200,5.46,91.01
2025-11-18 06:21:34.275881,2.16,200,0.57,97.75
2025-11-18 06:20:34.275883,2.74,200,8.55,92.72
2025-11-18 06:19:34.275886,1.91,200,1.28,92.81
2025-11-18 06:18:34.275899,2.03,500,0.42,93.37
2025-11-18 06:17:34.275903,1.83,200,9.28,96.63
2025-11-18 06:16:34.275906,2.21,500,3.57,94.2
2025-11-18 06:15:34.275908,1.52,500,0.2,90.13
2025-11-18 06:14:34.275911,2.18,200,2.91,97.84
2025-11-18 06:13:34.275913,1.1,200,1.76,90.69
2025-11-18 06:12:34.275916,0.47,200,6.11,95.02
2025-11-18 06:11:34.275918,2.1,200,8.56,98.45
2025-11-18 06:10:34.275921,1.34,500,3.48,99.41
2025-11-18 06:09:34.275923,2.88,200,7.85,97.96
2025-11-18 06:08:34.275926,1.36,500,3.31,93.05
2025-11-18 06:07:34.275929,2.65,200,3.04,92.75
2025-11-18 06:06:34.275931,2.23,200,3.65,92.46
2025-11-18 06:05:34.275934,0.36,200,4.22,99.24
2025-11-18 06:04:34.275937,2.79,200,4.83,91.7
2025-11-18 06:03:34.275940,1.81,200,8.79,99.54
2025-11-18 06:02:34.275944,2.42,500,7.1,92.4
2025-11-18 06:01:34.275947,2.33,200,8.59,94.62
2025-11-18 06:00:34.275949,1.58,200,6.42,98.86
2025-11-18 05:59:34.275952,0.76,500,0.64,97.72
2025-11-18 05:58:34.275954,0.3,200,1.99,93.16
2025-11-18 05:57:34.275957,2.1,200,7.2,94.78
2025-11-18 05:56:34.275960,1.07,200,5.4,99.81
2025-11-18 05:55:34.275962,2.52,200,1.97,96.85
2025-11-18 05:54:34.275965,1.62,500,7.01,93.17
2025-11-18 05:53:34.275967,1.85,500,8.39,91.45
2025-11-18 05:52:34.275970,2.3,200,5.99,98.49
2025-11-18 05:51:34.275976,1.76,200,9.66,92.19
2025-11-18 05:50:34.275978,2.15,500,8.5,90.19
2025-11-18 05:49:34.275980,2.94,500,5.79,95.72
2025-11-18 05:48:34.275983,0.72,200,1.15,92.97
2025-11-18 05:47:34.275986,1.31,500,4.4,98.23
2025-11-18 05:46:34.275988,0.66,200,7.67,96.95
2025-11-18 05:45:34.275991,0.38,200,8.18,96.06
2025-11-18 05:44:34.275993,2.42,200,7.65,92.0
2025-11-18 05:43:34.275996,2.09,200,2.11,98.78
2025-11-18 05:42:34.275998,2.13,200,3.55,94.0
2025-11-18 05:41:34.276000,1.8,200,2.29,90.25
2025-11-18 05:40:34.276003,1.18,200,1.93,98.92
2025-11-18 05:39:34.276006,1.43,500,8.72,93.16
2025-11-18 05:38:34.276009,2.84,500,6.76,96.23
2025-11-18 05:37:34.276011,0.64,500,2.43,95.11
2025-11-18 05:36:34.276014,1.55,200,0.23,98.02
2025-11-18 05:35:34.276016,0.12,500,6.23,96.16
2025-11-18 05:34:34.276021,1.1,500,4.19,96.26
2025-11-18 05:33:34.276024,2.13,200,5.31,91.45
2025-11-18 05:32:34.276026,0.47,500,1.6,93.33
2025-11-18 05:31:34.276029,0.96,200,6.67,92.41
2025-11-18 05:30:34.276031,1.59,500,3.97,98.63
2025-11-18 05:29:34.276033,0.74,500,2.89,91.1
2025-11-18 05:28:34.276036,1.97,200,6.48,95.44
2025-11-18 05:27:34.276039,1.18,200,6.84,91.24
2025-11-18 05:26:34.276041,0.84,200,9.26,97.63
2025-11-18 05:25:34.276043,0.77,200,3.74,98.16
2025-11-18 05:24:34.276046,1.91,200,4.63,93.86
2025-11-18 05:23:34.276048,1.86,200,2.67,92.7
2025-11-18 05:22:34.276051,1.49,200,2.66,90.56
2025-11-18 05:21:34.276053,0.57,200,9.76,93.29
2025-11-18 05:20:34.276056,2.06,200,4.98,90.92
2025-11-18 05:19:34.276060,1.47,200,7.92,96.02
2025-11-18 05:18:34.276063,1.71,200,1.55,99.6
2025-11-18 05:17:34.276065,0.37,500,9.34,99.37
2025-11-18 05:16:34.276068,0.24,500,4.49,94.28
2025-11-18 05:15:34.276070,1.18,200,4.61,94.74
2025-11-18 05:14:34.276072,0.58,200,0.71,93.85
2025-11-18 05:13:34.276075,0.44,200,1.73,92.42
